Comments_in_chinese,Rating,Ground_truth
神经病啊喂！原来是师匠转错职了才有的近战法师啊（。,5,P
致幻剂，几个年轻人野外飞叶子飞嗨了见到外星人狼人乱七八糟的。,1,N
从飞大的角度 五星,5,P
"同志的内容略略带过。始终很喜欢男主角张士豪每次见到女主角孟克柔时坚持大喊：“喂，我叫张士豪，天蝎座，O型，游泳队，吉他社！”
。靠这样来把自己介绍给她。",5,P
在台北的街头/两个少年/骑着自行车/迎着风/带着笑脸/互相追逐着/在蓝色大门/明媚的阳光/懵懂的青春/羞涩的初恋/很受伤很美好……感觉很棒很棒~这才是青春电影嘛>< 真心觉得湾湾拍这一类电影有些时候还是很出色的。小清新呀（赞）陈柏霖的颜真是我的菜，我也想要一个张士豪啊>///< OST也是不错的,5,P
冠希哥,1,N
大二错过。一再错过。清晨看来，疲累的心也渐渐被柔软化鸟。别的好处暂不说，最可贵是拍摄者的视角，真是和故事里的小孩子一般高，就好像发生在我们身边一样平实轻盈，轻易就打动人心。音乐青春，服饰搭的也不错。台词可信度高。男孩子的执拗和坦率也很容易给人留下好感。呵呵，其实他斜睨的眉眼，让我,5,P
2007-11-9 18:15:40 9/7.7(763)||2009-6-26 14:05:51 9/7.7(1022) 好快,5,P
我叫张士豪，天蝎座o型，游泳队吉他社，我还不错哦！好萌的一段话。总觉得还有很多地方都很好笑，自己中学时发生的好玩的事情也历历在目。真怀念高中~~~,5,P
美好的青春故事。看哭了的故事。after 17。陈柏霖的年轻很美好。我是黑发控。,5,P
桂纶镁那劲头我喜欢，头发短短的倔强小孩。青春的故事让俺想到自己初中高中的LOLI时代>< 也是这样傻乎乎的为小P事烦恼,5,P
洗JJ真难看！,1,N
喝碗井水你也要吹？你他媽逗我呢。,1,N
真不知道打5星的是什么心态,1,N
当初一个人戆吼吼额半夜看了上下集还= =【cctv6】,5,P
“看来你没有爱过我，因为你太不了解我了。此时我必须离去，然而离去的只是基督山伯爵。另一个人将会归来，这个人只有你才能认识，只有你才能了解。”——翻译成网络流行语就是“我爱你，但与你无关。可是我又多么希望这与你有关。”,5,P
旧版的《基督山伯爵》比较忠实于原著，那种人性的压抑和痛苦，那种扭曲和仇恨表现得非常强烈，情节张力十足。中文配音是大名鼎鼎的上译，那些富有穿透力的声音让《基督山伯爵》成为一部能“听”的电影。,5,P
这才是小时候看过的没有摈弃政治历史复杂背景下的个人恩怨复仇的故事。是有迷人的女主和复仇的海蒂的版本，台词也深刻华丽，经典名著还是老版本拍得更经典好看！,5,P
真实平实而且感人的片子，是不是回想起老人睿智的眼睛和让人为之汗颜的坚持......,5,P
我爱这老头。他是阳光，心头很暖。,5,P
如果有时间，真的想把安东尼霍普金斯的电影看个完。,5,P
值得看好几次的电影，梦想就是支撑人活下去的动力！,5,P
"乐观可爱的老头，轮胎掉出来摩托翻了的时候我都快哭了，他还能笑出来
路上还能来个ons。。。天。。
神奇的老头
传奇的老头",5,P
老戏骨啊~~~从汉尼拔到燃情岁月再到这个可爱的老头。厉害~~  而且这个记录至今无人破？,5,P
"may be we see things happliy ,the world and life will be happy.",5,P
一个老人 25年的梦想. 他的记录至今没有被打破! 人活着没有理想和植物有什么区别..哈哈哈哈哈哈哈哈哈哈哈哈哈哈..,5,P
老头把我搞的热泪盈眶,5,P
急速驾驶5分钟，抵得上某些人的一辈子------这可爱的顽固老头！,5,P
安东尼·霍普金斯这个老头，除了演变态杀人狂演得阴森恐怖外，演倔强的老头也相当有一手，至今记得燃情岁月里提着猎枪干掉警察的那个斜嘴军官老爸，相当给力。这部电影里的霍普金斯少了一些霸气，却是倔强依然，为了实现梦想不顾一切的老头，让人敬佩。 ,5,P
得道者多助，感人,5,P
故事剧情不想说了，莫名其妙，各种拖，看了20多分钟都没明白要讲什么,1,N
。。。,1,N
看了好几遍……,5,P
我是多么喜欢这样的电影啊，又魔幻又科幻的！,5,P
"喜欢，尤其是片尾~
PS：晚上有一只蚊子飞来叮我吃剩的蛋糕奶油（草莓味的），过了一会儿，她死了。",5,P
4.5，呈现出独特的魅力。优酷删减5分左右，法语。警察追查的连环杀人案到底是怎么回事？,5,P
实在看不懂，不知道他是动画片还是一般的电影，就看了十几分钟！,1,N
"“那啃噬我的灵魂，令我晕眩、混乱 　　它无情地落下，滚动，昏厥……直下冥府”
交错众多主线的电影，魔幻、科幻、文艺在这里一齐绽放。很对我胃口。
",5,P
嗯。。。,5,P
"师傅太帅了啊。。
",5,P
女士你的熊掉了,5,P
小姐 你的熊掉了2333333,5,P
哈哈师傅和席古桑真是绝配呀,5,P
两分钟，哈哈哈哈,5,P
垃圾,1,N
师傅真是我最喜欢的家庭主妇了,5,P
师傅><还有后面的 小姐你的熊掉了 哈哈哈哈哈,5,P
小姐，你的熊掉了,5,P
在彼时的十年后初看，又感动又难过，心里酸酸的，一直在笑，又想哭。即使没有刻骨铭心喜欢过的人，那时的自己恐怕也心心念念期盼着三年，五年，十年后的自己吧？期待着成熟的自己可以解决很多问题，变成更好的自己。即使如今没能长成期待的样子……居然破天荒get了陈柏霖的萌和帅，不过他在这部电影里其实就是个复读机吧？,5,P
"079：在那个古老的不再回来的夏日
无论我如何地去追索
年轻的你只如云影掠过
而你微笑的面容极浅极淡
逐渐隐没在日落后的群岚
遂翻开那发黄的扉页
命运将它装订的极为拙劣
含着泪 我一读再读
却不得不承认
青春 是一本太仓促的书（席慕容）",5,P
那淡淡的青春，我叫张世豪，今年17岁。巨蟹座。,5,P
毫无意义的一部电影,1,N
桂纶镁问，你喜欢的是哪个男生？女孩对桂纶镁说，我喜欢的那个男生，就是他们里面最帅的那个，很帅。然后我不屑：“草，有没有那么帅啊？有那么帅才怪，台湾片净夸张瞎扯。”然后那个小男生转过身。我愣到无语。因为真得很帅。,5,P
男女都丑。场景单一。真的是太低成本了。。不好看。,1,N
还不如看斗鱼三骚,1,N
不合格学生习作,1,N
谁能高速我咋研究性的？,1,N
一无是处,1,N
垃圾。,1,N
全球都在玩直播？,1,N
13 Apr 2016。十分鐘拖完全片 女豬腳把整容的錢都花在隆胸上了？？？人醜戲爛動作單一場景單一 應該用一分鐘拖完的。,1,N
丑,1,N
女王OMG！红。,1,N
什么鬼，怎么会看到这样无聊的情色电影。,1,N
女主没有整容，鉴定完毕。奇臭无比，根本看不下去。,1,N
我为我的时更感到可耻。,1,N
看不懂，特么无聊至极，能找来这么长相普通甚至于偏丑的女主也不容易了，估计就是导演想找个符合生活的,1,N
成本之低令人咋舌,1,N
上译版本经典啊，即便是为了听听配音也是值得！,5,P
东影。,5,P
孙道临的配音太绝了~,5,P
非常怀念！,5,P
配音5星 电影3星,5,P
"dear dear Wednesday
   ",5,P
僵尸妈妈美极了，最意外的是无耻之徒里的娴熟老阿姨居然在里面演DEBBIE，这不是关键，关键是原来那种古怪的演技是她本身就浑然天成改不掉的习惯- -放在老阿姨身上是温厚老实，但是放在debbie身上就把气质掉了100个档次啊………………,5,P
我觉得难主人还是很有味道的，这部比上部好笑很多，那孩子一般般，CHRISTINA演的孩子可真性感！,5,P
啊～我可能看过的只是2，1下不来呢～但是但是～好喜欢！！,5,P
好爱！！！！期待第三部第四部第五部第六部第七部第八部…………一直到永远！！！好有爱！！！,5,P
迪士尼洗脑 Baby Pubert正常时全家人的反应哈哈--He could become a lawyer dentist or president --Oh no I beg you take me 遇到知己坠入恋爱的Wednesday親完就擦嘴 Wednesday名言又多了不少 Uncle Fester大婚 Debbie也是惨谁叫她招惹亚当斯家 Stay Weird Stay with the Addams Family 结尾太腹黑嘿,5,P
比第一部好看，古堡贵族爸爸，吸血鬼女王妈妈，老朽女巫外婆，科学怪人管家，寂寞芳心叔叔，青春炫酷女儿，强悍变化婴儿...手的戏份减少仍很逗，妈妈自带眼部高光，爸爸小胡子依旧销魂；夏令营太讽刺，迪斯尼价值观被黑出翔，感恩节也被大洗底清算，哥特的叛逆非主流精神赛高！黑寡妇渣渣！,5,P
还那么棒啊哈哈，居然还恶搞人鬼情未了终结者审判日。里奇妹子太棒了，宝嘉康蒂那段尤其赞！放着亚当斯一家不入的都是傻！看到太多熟人，SATC的Miranda；Buffy-Angel的Harmony，还有Partners小直男。有条评论说得对，完全超越了蒂姆伯顿。这才是真正的美利坚精神，可惜也被米帝放弃掉了，啧啧。,5,P
希望列入美国人感恩节的playlist…另外卑鄙的我的形象和设定应该和Fester有不少关系吧，加上片中对迪士尼的揶揄，真是…耐人寻味。虽然笑点没有第一部密集，不过加了不少让人笑不出来的反思和讽刺。这波演员真好特别是小女孩太出彩了，复仇前的那一笑，啊…巨美！,5,P
没有第一部好看其实 无字幕无鸭梨 (*￣︶￣)y 讨厌小孩子表示除非我女儿是Wednesday，那句Homicide太有爱鸟~~~我觉得反角的那个女人好美啊！,5,P
正到爆咯...BB超级得意...大爱这家人!!!!!,5,P
赞翻了...!!So creepy!!!Wednesday真美丽 Pubert也太可爱了好爱好爱!!,5,P
从milford sound回queenstown的车上看的，没有字幕不过也还ok了。有梦想的人永远值得人敬佩，实现梦想永远都不晚。,5,P
H是爷爷咯。。。,5,P
热泪盈眶！为梦想！,5,P
有梦想的人·充实的人生·,5,P
17岁想看的电影24岁才看到,5,P
只有敢梦想，人生才有意义,5,P
一股正能量从头顶直灌到脚底，人生真美好。,5,P
温馨的故事，可爱的老头儿。“人没有理想就像蔬菜一样。”,5,P
"""这些比电影情节还神奇的真实故事让这世界还不至于乏味到令人厌烦的程度“——这是我看完《寻找小糖人》时的感受  这部电影同样如此 其实片子拍的并不出彩 也就是励志片老套路 但是这一切在这个故事面前都显得不那么重要了",5,P
用生命在破纪录的人??? 无人能超越啊 没想到是改编自真实事件,5,P
这个故事告诉我们：有一门手艺，不管年纪多大，走遍天下都不怕。,5,P
不知所云,1,N
很小的时候看的，已经记不清剧情，却仍记得很棒,5,P
难看得不能再难看了，人设各种扭曲各种歪瓜裂枣，还玩文艺玩深沉，我呸！,1,N
看不懂 就看到XXOO了3次还是3P大乱交一人一神一似人非人....看在福利向上...给1星...,1,N
生化危机 病毒 绑架 政府勾结企业的阴谋 莫名其妙的超能力主角配合没用的警察和没存在感的女主。。。简直就是烂梗集合 一分给阿部（的鼻孔）。香川叔在里面存在感约等于0,1,N
太可爱了,5,P
我只是想说 魂淡 ！头像海报是少将啊！ 师傅赛高~　那不是我的熊　是你的熊 23333,5,P
笑……笑成狗……师父果然是最反差萌的……,5,P
是让我感动最深哭得最多的动漫，虽然时间的漫长比不上柯南,5,P
小姐，你的熊掉了。。。XDDD,5,P
小姐 你的熊掉了..................,5,P
不及SP4给人的感觉好，但是也是有爱有深度的SP。师傅18岁还是很好玩的^^,5,P
#怎样征服美丽少女# “小姐，你的熊掉了！”(*￣(エ)￣) 技能get√,5,P
这是你的熊吗？,5,P
天啊!!!!!!!我要受不鸟了啦~!!!!!!,5,P
小姐 你的熊掉了,5,P
“小姐，你的熊掉了”。。。。,5,P
accidentally kelly street,5,P
“但总是会留下一些什么吧。留下什么，我们就变成什么样的大人”。“三年、五年以后，甚至更久更久以后，我们会变成什么样的大人呢？虽然，我闭着眼睛也看不见自己，但是，我却可以看见你。”,5,P
看之前剛哭腫眼睛，片子播放，不知不覺就樂了。青春和愛情，哪個更讓人黯然神傷？可惜過了17歲，可惜未和戀人一起看。可惜了天蝎座o型血，我喜歡＝ ＝。可惜到了不能騎單車的城市,5,P
你说过我的笑和张士豪很像，当时不信。看过之后发现原来真的挺像的。只是，你早就不在了。,5,P
